"","SPP","SYS_NM","Area","escapement","Year","Enhancement_Rank"
"30327","CO","JIM""""S CREEK","27",150,1985,NA
"30328","CO","JIM""""S CREEK","27",0,1986,NA
"30329","CO","JIM""""S CREEK","27",1000,1987,NA
"30330","CO","JIM""""S CREEK","27",100,1988,NA
"30331","CO","JIM""""S CREEK","27",100,1989,NA
"30332","CO","JIM""""S CREEK","27",NA,1990,NA
"30333","CO","JIM""""S CREEK","27",NA,1991,NA
"30334","CO","JIM""""S CREEK","27",0,1992,NA
"30335","CO","JIM""""S CREEK","27",NA,1993,NA
"30336","CO","JIM""""S CREEK","27",0,1994,NA
"30337","CO","JIM""""S CREEK","27",NA,1995,NA
"30338","CO","JIM""""S CREEK","27",NA,1996,NA
"30339","CO","JIM""""S CREEK","27",NA,1997,NA
"30340","CO","JIM""""S CREEK","27",NA,1998,NA
"30341","CO","JIM""""S CREEK","27",NA,1999,NA
"30342","CO","JIM""""S CREEK","27",NA,2000,NA
"30343","CO","JIM""""S CREEK","27",NA,2001,NA
"30344","CO","JIM""""S CREEK","27",NA,2002,NA
"30345","CO","JIM""""S CREEK","27",NA,2003,NA
"30346","CO","JIM""""S CREEK","27",NA,2004,NA
"30347","CO","JIM""""S CREEK","27",NA,2005,NA
"30348","CO","JIM""""S CREEK","27",NA,2006,NA
"30349","CO","JIM""""S CREEK","27",NA,2007,NA
"30350","CO","JIM""""S CREEK","27",NA,2008,NA
"30351","CO","JIM""""S CREEK","27",NA,2009,NA
"30352","CO","JIM""""S CREEK","27",NA,2010,NA
"30353","CO","JIM""""S CREEK","27",NA,2011,NA
"30354","CO","JIM""""S CREEK","27",NA,2012,NA
"30355","CO","JIM""""S CREEK","27",NA,2013,NA
"30356","CO","JIM""""S CREEK","27",NA,2014,NA
"30357","CO","JIM""""S CREEK","27",NA,2015,NA
"30358","CO","JIM""""S CREEK","27",NA,2016,NA
"30359","CO","JIM""""S CREEK","27",NA,2017,NA
"30360","CO","JIM""""S CREEK","27",NA,2018,NA
"30361","CO","HEAD CREEK","27",NA,1950,"NONE"
"30362","CO","HEAD CREEK","27",NA,1951,"NONE"
"30363","CO","HEAD CREEK","27",NA,1952,"NONE"
"30364","CO","HEAD CREEK","27",NA,1953,"NONE"
"30365","CO","HEAD CREEK","27",NA,1954,"NONE"
"30366","CO","HEAD CREEK","27",NA,1955,"NONE"
"30367","CO","HEAD CREEK","27",NA,1956,"NONE"
"30368","CO","HEAD CREEK","27",NA,1957,"NONE"
"30369","CO","HEAD CREEK","27",0,1958,"NONE"
"30370","CO","HEAD CREEK","27",50,1959,"NONE"
"30371","CO","HEAD CREEK","27",0,1960,"NONE"
"30372","CO","HEAD CREEK","27",NA,1961,"NONE"
"30373","CO","HEAD CREEK","27",20,1962,"NONE"
"30374","CO","HEAD CREEK","27",NA,1963,"NONE"
"30375","CO","HEAD CREEK","27",NA,1964,"NONE"
"30376","CO","HEAD CREEK","27",NA,1965,"NONE"
"30377","CO","HEAD CREEK","27",0,1966,"NONE"
"30378","CO","HEAD CREEK","27",0,1967,"NONE"
"30379","CO","HEAD CREEK","27",NA,1968,"NONE"
"30380","CO","HEAD CREEK","27",0,1969,"NONE"
"30381","CO","HEAD CREEK","27",NA,1970,"NONE"
"30382","CO","HEAD CREEK","27",NA,1971,"NONE"
"30383","CO","HEAD CREEK","27",0,1972,"NONE"
"30384","CO","HEAD CREEK","27",NA,1973,"NONE"
"30385","CO","HEAD CREEK","27",NA,1974,"NONE"
"30386","CO","HEAD CREEK","27",NA,1975,"NONE"
"30387","CO","HEAD CREEK","27",NA,1976,"NONE"
"30388","CO","HEAD CREEK","27",0,1977,"NONE"
"30389","CO","HEAD CREEK","27",0,1978,"NONE"
"30390","CO","HEAD CREEK","27",NA,1979,"NONE"
"30391","CO","HEAD CREEK","27",NA,1980,"NONE"
"30392","CO","HEAD CREEK","27",NA,1981,"NONE"
"30393","CO","HEAD CREEK","27",NA,1982,"NONE"
"30394","CO","HEAD CREEK","27",NA,1983,"NONE"
"30395","CO","HEAD CREEK","27",NA,1984,"NONE"
"30396","CO","HEAD CREEK","27",NA,1985,"NONE"
"30397","CO","HEAD CREEK","27",NA,1986,"NONE"
"30398","CO","HEAD CREEK","27",NA,1987,"NONE"
"30399","CO","HEAD CREEK","27",0,1988,"NONE"
"30400","CO","HEAD CREEK","27",0,1989,"NONE"
"30401","CO","HEAD CREEK","27",0,1990,"NONE"
"30402","CO","HEAD CREEK","27",NA,1991,"NONE"
"30403","CO","HEAD CREEK","27",0,1992,"NONE"
"30404","CO","HEAD CREEK","27",NA,1993,"NONE"
"30405","CO","HEAD CREEK","27",NA,1994,"NONE"
"30406","CO","HEAD CREEK","27",NA,1995,"NONE"
"30407","CO","HEAD CREEK","27",NA,1996,"NONE"
"30408","CO","HEAD CREEK","27",NA,1997,"NONE"
"30409","CO","HEAD CREEK","27",NA,1998,"NONE"
"30410","CO","HEAD CREEK","27",NA,1999,"NONE"
"30411","CO","HEAD CREEK","27",NA,2000,"NONE"
"30412","CO","HEAD CREEK","27",NA,2001,"NONE"
"30413","CO","HEAD CREEK","27",NA,2002,"NONE"
"30414","CO","HEAD CREEK","27",NA,2003,"NONE"
"30415","CO","HEAD CREEK","27",NA,2004,"NONE"
"30416","CO","HEAD CREEK","27",NA,2005,"NONE"
"30417","CO","HEAD CREEK","27",NA,2006,"NONE"
"30418","CO","HEAD CREEK","27",NA,2007,"NONE"
"30419","CO","HEAD CREEK","27",NA,2008,"NONE"
"30420","CO","HEAD CREEK","27",NA,2009,"NONE"
"30421","CO","HEAD CREEK","27",NA,2010,"NONE"
"30422","CO","HEAD CREEK","27",NA,2011,"NONE"
"30423","CO","HEAD CREEK","27",NA,2012,"NONE"
"30424","CO","HEAD CREEK","27",NA,2013,"NONE"
"30425","CO","HEAD CREEK","27",NA,2014,"NONE"
"30426","CO","HEAD CREEK","27",NA,2015,"NONE"
"30427","CO","HEAD CREEK","27",NA,2016,"NONE"
"30428","CO","HEAD CREEK","27",NA,2017,"NONE"
"30429","CO","HEAD CREEK","27",NA,2018,"NONE"
"30430","CO","KEITH RIVER","27",NA,1950,"NONE"
"30431","CO","KEITH RIVER","27",NA,1951,"NONE"
"30432","CO","KEITH RIVER","27",NA,1952,"NONE"
"30433","CO","KEITH RIVER","27",1500,1953,"NONE"
"30434","CO","KEITH RIVER","27",900,1954,"NONE"
"30435","CO","KEITH RIVER","27",50,1955,"NONE"
"30436","CO","KEITH RIVER","27",700,1956,"NONE"
"30437","CO","KEITH RIVER","27",150,1957,"NONE"
"30438","CO","KEITH RIVER","27",500,1958,"NONE"
"30439","CO","KEITH RIVER","27",100,1959,"NONE"
"30440","CO","KEITH RIVER","27",NA,1960,"NONE"
"30441","CO","KEITH RIVER","27",NA,1961,"NONE"
"30442","CO","KEITH RIVER","27",150,1962,"NONE"
"30443","CO","KEITH RIVER","27",NA,1963,"NONE"
"30444","CO","KEITH RIVER","27",NA,1964,"NONE"
"30445","CO","KEITH RIVER","27",25,1965,"NONE"
"30446","CO","KEITH RIVER","27",NA,1966,"NONE"
"30447","CO","KEITH RIVER","27",NA,1967,"NONE"
"30448","CO","KEITH RIVER","27",NA,1968,"NONE"
"30449","CO","KEITH RIVER","27",NA,1969,"NONE"
"30450","CO","KEITH RIVER","27",NA,1970,"NONE"
"30451","CO","KEITH RIVER","27",25,1971,"NONE"
"30452","CO","KEITH RIVER","27",200,1972,"NONE"
"30453","CO","KEITH RIVER","27",25,1973,"NONE"
"30454","CO","KEITH RIVER","27",NA,1974,"NONE"
"30455","CO","KEITH RIVER","27",750,1975,"NONE"
"30456","CO","KEITH RIVER","27",NA,1976,"NONE"
"30457","CO","KEITH RIVER","27",0,1977,"NONE"
"30458","CO","KEITH RIVER","27",NA,1978,"NONE"
"30459","CO","KEITH RIVER","27",NA,1979,"NONE"
"30460","CO","KEITH RIVER","27",50,1980,"NONE"
"30461","CO","KEITH RIVER","27",NA,1981,"NONE"
"30462","CO","KEITH RIVER","27",500,1982,"NONE"
"30463","CO","KEITH RIVER","27",200,1983,"NONE"
"30464","CO","KEITH RIVER","27",NA,1984,"NONE"
"30465","CO","KEITH RIVER","27",250,1985,"NONE"
"30466","CO","KEITH RIVER","27",200,1986,"NONE"
"30467","CO","KEITH RIVER","27",NA,1987,"NONE"
"30468","CO","KEITH RIVER","27",150,1988,"NONE"
"30469","CO","KEITH RIVER","27",200,1989,"NONE"
"30470","CO","KEITH RIVER","27",NA,1990,"NONE"
"30471","CO","KEITH RIVER","27",300,1991,"NONE"
"30472","CO","KEITH RIVER","27",200,1992,"NONE"
"30473","CO","KEITH RIVER","27",NA,1993,"NONE"
"30474","CO","KEITH RIVER","27",NA,1994,"NONE"
"30475","CO","KEITH RIVER","27",NA,1995,"NONE"
"30476","CO","KEITH RIVER","27",NA,1996,"NONE"
"30477","CO","KEITH RIVER","27",NA,1997,"NONE"
"30478","CO","KEITH RIVER","27",1185,1998,"NONE"
"30479","CO","KEITH RIVER","27",75,1999,"NONE"
"30480","CO","KEITH RIVER","27",160,2000,"NONE"
"30481","CO","KEITH RIVER","27",NA,2001,"NONE"
"30482","CO","KEITH RIVER","27",NA,2002,"NONE"
"30483","CO","KEITH RIVER","27",NA,2003,"NONE"
"30484","CO","KEITH RIVER","27",NA,2004,"NONE"
"30485","CO","KEITH RIVER","27",NA,2005,"NONE"
"30486","CO","KEITH RIVER","27",NA,2006,"NONE"
"30487","CO","KEITH RIVER","27",NA,2007,"NONE"
"30488","CO","KEITH RIVER","27",NA,2008,"NONE"
"30489","CO","KEITH RIVER","27",NA,2009,"NONE"
"30490","CO","KEITH RIVER","27",NA,2010,"NONE"
"30491","CO","KEITH RIVER","27",NA,2011,"NONE"
"30492","CO","KEITH RIVER","27",NA,2012,"NONE"
"30493","CO","KEITH RIVER","27",NA,2013,"NONE"
"30494","CO","KEITH RIVER","27",NA,2014,"NONE"
"30495","CO","KEITH RIVER","27",NA,2015,"NONE"
"30496","CO","KEITH RIVER","27",NA,2016,"NONE"
"30497","CO","KEITH RIVER","27",NA,2017,"NONE"
"30498","CO","KEITH RIVER","27",NA,2018,"NONE"
"30499","CO","BUCK CREEK","27",NA,1950,"NONE"
"30500","CO","BUCK CREEK","27",NA,1951,"NONE"
"30501","CO","BUCK CREEK","27",NA,1952,"NONE"
"30502","CO","BUCK CREEK","27",1500,1953,"NONE"
"30503","CO","BUCK CREEK","27",900,1954,"NONE"
"30504","CO","BUCK CREEK","27",100,1955,"NONE"
"30505","CO","BUCK CREEK","27",750,1956,"NONE"
"30506","CO","BUCK CREEK","27",200,1957,"NONE"
"30507","CO","BUCK CREEK","27",250,1958,"NONE"
"30508","CO","BUCK CREEK","27",50,1959,"NONE"
"30509","CO","BUCK CREEK","27",0,1960,"NONE"
"30510","CO","BUCK CREEK","27",NA,1961,"NONE"
"30511","CO","BUCK CREEK","27",150,1962,"NONE"
"30512","CO","BUCK CREEK","27",NA,1963,"NONE"
"30513","CO","BUCK CREEK","27",NA,1964,"NONE"
"30514","CO","BUCK CREEK","27",NA,1965,"NONE"
"30515","CO","BUCK CREEK","27",NA,1966,"NONE"
"30516","CO","BUCK CREEK","27",NA,1967,"NONE"
"30517","CO","BUCK CREEK","27",NA,1968,"NONE"
"30518","CO","BUCK CREEK","27",NA,1969,"NONE"
"30519","CO","BUCK CREEK","27",400,1970,"NONE"
"30520","CO","BUCK CREEK","27",0,1971,"NONE"
"30521","CO","BUCK CREEK","27",75,1972,"NONE"
"30522","CO","BUCK CREEK","27",75,1973,"NONE"
"30523","CO","BUCK CREEK","27",200,1974,"NONE"
"30524","CO","BUCK CREEK","27",200,1975,"NONE"
"30525","CO","BUCK CREEK","27",400,1976,"NONE"
"30526","CO","BUCK CREEK","27",40,1977,"NONE"
"30527","CO","BUCK CREEK","27",200,1978,"NONE"
"30528","CO","BUCK CREEK","27",500,1979,"NONE"
"30529","CO","BUCK CREEK","27",NA,1980,"NONE"
"30530","CO","BUCK CREEK","27",NA,1981,"NONE"
"30531","CO","BUCK CREEK","27",250,1982,"NONE"
"30532","CO","BUCK CREEK","27",200,1983,"NONE"
"30533","CO","BUCK CREEK","27",NA,1984,"NONE"
"30534","CO","BUCK CREEK","27",200,1985,"NONE"
"30535","CO","BUCK CREEK","27",NA,1986,"NONE"
"30536","CO","BUCK CREEK","27",NA,1987,"NONE"
"30537","CO","BUCK CREEK","27",NA,1988,"NONE"
"30538","CO","BUCK CREEK","27",NA,1989,"NONE"
"30539","CO","BUCK CREEK","27",NA,1990,"NONE"
"30540","CO","BUCK CREEK","27",NA,1991,"NONE"
"30541","CO","BUCK CREEK","27",NA,1992,"NONE"
"30542","CO","BUCK CREEK","27",NA,1993,"NONE"
"30543","CO","BUCK CREEK","27",NA,1994,"NONE"
"30544","CO","BUCK CREEK","27",NA,1995,"NONE"
"30545","CO","BUCK CREEK","27",NA,1996,"NONE"
"30546","CO","BUCK CREEK","27",NA,1997,"NONE"
"30547","CO","BUCK CREEK","27",NA,1998,"NONE"
"30548","CO","BUCK CREEK","27",NA,1999,"NONE"
"30549","CO","BUCK CREEK","27",NA,2000,"NONE"
"30550","CO","BUCK CREEK","27",NA,2001,"NONE"
"30551","CO","BUCK CREEK","27",NA,2002,"NONE"
"30552","CO","BUCK CREEK","27",NA,2003,"NONE"
"30553","CO","BUCK CREEK","27",NA,2004,"NONE"
"30554","CO","BUCK CREEK","27",NA,2005,"NONE"
"30555","CO","BUCK CREEK","27",NA,2006,"NONE"
"30556","CO","BUCK CREEK","27",NA,2007,"NONE"
"30557","CO","BUCK CREEK","27",NA,2008,"NONE"
"30558","CO","BUCK CREEK","27",NA,2009,"NONE"
"30559","CO","BUCK CREEK","27",NA,2010,"NONE"
"30560","CO","BUCK CREEK","27",NA,2011,"NONE"
"30561","CO","BUCK CREEK","27",NA,2012,"NONE"
"30562","CO","BUCK CREEK","27",NA,2013,"NONE"
"30563","CO","BUCK CREEK","27",NA,2014,"NONE"
"30564","CO","BUCK CREEK","27",NA,2015,"NONE"
"30565","CO","BUCK CREEK","27",NA,2016,"NONE"
"30566","CO","BUCK CREEK","27",NA,2017,"NONE"
"30567","CO","BUCK CREEK","27",NA,2018,"NONE"
"30568","CO","CULLEET CREEK","27",NA,1950,"NONE"
"30569","CO","CULLEET CREEK","27",NA,1951,"NONE"
"30570","CO","CULLEET CREEK","27",NA,1952,"NONE"
"30571","CO","CULLEET CREEK","27",NA,1953,"NONE"
"30572","CO","CULLEET CREEK","27",NA,1954,"NONE"
"30573","CO","CULLEET CREEK","27",NA,1955,"NONE"
"30574","CO","CULLEET CREEK","27",NA,1956,"NONE"
"30575","CO","CULLEET CREEK","27",250,1957,"NONE"
"30576","CO","CULLEET CREEK","27",NA,1958,"NONE"
"30577","CO","CULLEET CREEK","27",200,1959,"NONE"
"30578","CO","CULLEET CREEK","27",NA,1960,"NONE"
"30579","CO","CULLEET CREEK","27",NA,1961,"NONE"
"30580","CO","CULLEET CREEK","27",NA,1962,"NONE"
"30581","CO","CULLEET CREEK","27",NA,1963,"NONE"
"30582","CO","CULLEET CREEK","27",NA,1964,"NONE"
"30583","CO","CULLEET CREEK","27",NA,1965,"NONE"
"30584","CO","CULLEET CREEK","27",0,1966,"NONE"
"30585","CO","CULLEET CREEK","27",NA,1967,"NONE"
"30586","CO","CULLEET CREEK","27",0,1968,"NONE"
"30587","CO","CULLEET CREEK","27",NA,1969,"NONE"
"30588","CO","CULLEET CREEK","27",NA,1970,"NONE"
"30589","CO","CULLEET CREEK","27",NA,1971,"NONE"
"30590","CO","CULLEET CREEK","27",NA,1972,"NONE"
"30591","CO","CULLEET CREEK","27",0,1973,"NONE"
"30592","CO","CULLEET CREEK","27",0,1974,"NONE"
"30593","CO","CULLEET CREEK","27",200,1975,"NONE"
"30594","CO","CULLEET CREEK","27",0,1976,"NONE"
"30595","CO","CULLEET CREEK","27",0,1977,"NONE"
"30596","CO","CULLEET CREEK","27",0,1978,"NONE"
"30597","CO","CULLEET CREEK","27",0,1979,"NONE"
"30598","CO","CULLEET CREEK","27",0,1980,"NONE"
"30599","CO","CULLEET CREEK","27",NA,1981,"NONE"
"30600","CO","CULLEET CREEK","27",NA,1982,"NONE"
"30601","CO","CULLEET CREEK","27",NA,1983,"NONE"
"30602","CO","CULLEET CREEK","27",NA,1984,"NONE"
"30603","CO","CULLEET CREEK","27",NA,1985,"NONE"
"30604","CO","CULLEET CREEK","27",NA,1986,"NONE"
"30605","CO","CULLEET CREEK","27",NA,1987,"NONE"
"30606","CO","CULLEET CREEK","27",NA,1988,"NONE"
"30607","CO","CULLEET CREEK","27",NA,1989,"NONE"
"30608","CO","CULLEET CREEK","27",NA,1990,"NONE"
"30609","CO","CULLEET CREEK","27",0,1991,"NONE"
"30610","CO","CULLEET CREEK","27",0,1992,"NONE"
"30611","CO","CULLEET CREEK","27",0,1993,"NONE"
"30612","CO","CULLEET CREEK","27",NA,1994,"NONE"
"30613","CO","CULLEET CREEK","27",10,1995,"NONE"
"30614","CO","CULLEET CREEK","27",NA,1996,"NONE"
"30615","CO","CULLEET CREEK","27",NA,1997,"NONE"
"30616","CO","CULLEET CREEK","27",NA,1998,"NONE"
"30617","CO","CULLEET CREEK","27",NA,1999,"NONE"
"30618","CO","CULLEET CREEK","27",NA,2000,"NONE"
"30619","CO","CULLEET CREEK","27",NA,2001,"NONE"
"30620","CO","CULLEET CREEK","27",NA,2002,"NONE"
"30621","CO","CULLEET CREEK","27",NA,2003,"NONE"
"30622","CO","CULLEET CREEK","27",NA,2004,"NONE"
"30623","CO","CULLEET CREEK","27",NA,2005,"NONE"
"30624","CO","CULLEET CREEK","27",NA,2006,"NONE"
"30625","CO","CULLEET CREEK","27",NA,2007,"NONE"
"30626","CO","CULLEET CREEK","27",NA,2008,"NONE"
"30627","CO","CULLEET CREEK","27",NA,2009,"NONE"
"30628","CO","CULLEET CREEK","27",NA,2010,"NONE"
"30629","CO","CULLEET CREEK","27",NA,2011,"NONE"
"30630","CO","CULLEET CREEK","27",NA,2012,"NONE"
"30631","CO","CULLEET CREEK","27",NA,2013,"NONE"
"30632","CO","CULLEET CREEK","27",NA,2014,"NONE"
"30633","CO","CULLEET CREEK","27",NA,2015,"NONE"
"30634","CO","CULLEET CREEK","27",NA,2016,"NONE"
"30635","CO","CULLEET CREEK","27",NA,2017,"NONE"
"30636","CO","CULLEET CREEK","27",NA,2018,"NONE"
"30637","CO","MAHATTA CREEK","27",NA,1950,"LOW"
"30638","CO","MAHATTA CREEK","27",NA,1951,"LOW"
"30639","CO","MAHATTA CREEK","27",NA,1952,"LOW"
"30640","CO","MAHATTA CREEK","27",1000,1953,"LOW"
"30641","CO","MAHATTA CREEK","27",9000,1954,"LOW"
"30642","CO","MAHATTA CREEK","27",1500,1955,"LOW"
"30643","CO","MAHATTA CREEK","27",750,1956,"LOW"
"30644","CO","MAHATTA CREEK","27",2000,1957,"LOW"
"30645","CO","MAHATTA CREEK","27",1000,1958,"LOW"
"30646","CO","MAHATTA CREEK","27",2000,1959,"LOW"
"30647","CO","MAHATTA CREEK","27",800,1960,"LOW"
"30648","CO","MAHATTA CREEK","27",500,1961,"LOW"
"30649","CO","MAHATTA CREEK","27",700,1962,"LOW"
"30650","CO","MAHATTA CREEK","27",3500,1963,"LOW"
"30651","CO","MAHATTA CREEK","27",8000,1964,"LOW"
"30652","CO","MAHATTA CREEK","27",15000,1965,"LOW"
"30653","CO","MAHATTA CREEK","27",3500,1966,"LOW"
"30654","CO","MAHATTA CREEK","27",400,1967,"LOW"
"30655","CO","MAHATTA CREEK","27",2000,1968,"LOW"
"30656","CO","MAHATTA CREEK","27",750,1969,"LOW"
"30657","CO","MAHATTA CREEK","27",7500,1970,"LOW"
"30658","CO","MAHATTA CREEK","27",400,1971,"LOW"
"30659","CO","MAHATTA CREEK","27",400,1972,"LOW"
"30660","CO","MAHATTA CREEK","27",2000,1973,"LOW"
"30661","CO","MAHATTA CREEK","27",750,1974,"LOW"
"30662","CO","MAHATTA CREEK","27",400,1975,"LOW"
"30663","CO","MAHATTA CREEK","27",750,1976,"LOW"
"30664","CO","MAHATTA CREEK","27",1100,1977,"LOW"
"30665","CO","MAHATTA CREEK","27",1500,1978,"LOW"
"30666","CO","MAHATTA CREEK","27",750,1979,"LOW"
"30667","CO","MAHATTA CREEK","27",5000,1980,"LOW"
"30668","CO","MAHATTA CREEK","27",NA,1981,"LOW"
"30669","CO","MAHATTA CREEK","27",500,1982,"LOW"
"30670","CO","MAHATTA CREEK","27",NA,1983,"LOW"
"30671","CO","MAHATTA CREEK","27",NA,1984,"LOW"
"30672","CO","MAHATTA CREEK","27",1000,1985,"LOW"
"30673","CO","MAHATTA CREEK","27",1000,1986,"LOW"
"30674","CO","MAHATTA CREEK","27",800,1987,"LOW"
"30675","CO","MAHATTA CREEK","27",500,1988,"LOW"
"30676","CO","MAHATTA CREEK","27",500,1989,"LOW"
"30677","CO","MAHATTA CREEK","27",1000,1990,"LOW"
"30678","CO","MAHATTA CREEK","27",800,1991,"LOW"
"30679","CO","MAHATTA CREEK","27",600,1992,"LOW"
"30680","CO","MAHATTA CREEK","27",350,1993,"LOW"
"30681","CO","MAHATTA CREEK","27",NA,1994,"LOW"
"30682","CO","MAHATTA CREEK","27",NA,1995,"LOW"
"30683","CO","MAHATTA CREEK","27",NA,1996,"LOW"
"30684","CO","MAHATTA CREEK","27",NA,1997,"LOW"
"30685","CO","MAHATTA CREEK","27",2161,1998,"LOW"
"30686","CO","MAHATTA CREEK","27",NA,1999,"LOW"
"30687","CO","MAHATTA CREEK","27",NA,2000,"LOW"
"30688","CO","MAHATTA CREEK","27",NA,2001,"LOW"
"30689","CO","MAHATTA CREEK","27",NA,2002,"LOW"
"30690","CO","MAHATTA CREEK","27",NA,2003,"LOW"
"30691","CO","MAHATTA CREEK","27",NA,2004,"LOW"
"30692","CO","MAHATTA CREEK","27",NA,2005,"LOW"
"30693","CO","MAHATTA CREEK","27",NA,2006,"LOW"
"30694","CO","MAHATTA CREEK","27",NA,2007,"LOW"
"30695","CO","MAHATTA CREEK","27",NA,2008,"LOW"
"30696","CO","MAHATTA CREEK","27",NA,2009,"LOW"
"30697","CO","MAHATTA CREEK","27",NA,2010,"LOW"
"30698","CO","MAHATTA CREEK","27",NA,2011,"LOW"
"30699","CO","MAHATTA CREEK","27",NA,2012,"LOW"
"30700","CO","MAHATTA CREEK","27",NA,2013,"LOW"
"30701","CO","MAHATTA CREEK","27",NA,2014,"LOW"
"30702","CO","MAHATTA CREEK","27",NA,2015,"LOW"
"30703","CO","MAHATTA CREEK","27",NA,2016,"LOW"
"30704","CO","MAHATTA CREEK","27",NA,2017,"LOW"
"30705","CO","MAHATTA CREEK","27",NA,2018,"LOW"
"30706","CO","MONKEY CREEK","27",NA,1950,"LOW"
"30707","CO","MONKEY CREEK","27",NA,1951,"LOW"
"30708","CO","MONKEY CREEK","27",NA,1952,"LOW"
"30709","CO","MONKEY CREEK","27",1000,1953,"LOW"
"30710","CO","MONKEY CREEK","27",500,1954,"LOW"
"30711","CO","MONKEY CREEK","27",150,1955,"LOW"
"30712","CO","MONKEY CREEK","27",500,1956,"LOW"
"30713","CO","MONKEY CREEK","27",250,1957,"LOW"
"30714","CO","MONKEY CREEK","27",50,1958,"LOW"
"30715","CO","MONKEY CREEK","27",50,1959,"LOW"
"30716","CO","MONKEY CREEK","27",0,1960,"LOW"
"30717","CO","MONKEY CREEK","27",50,1961,"LOW"
"30718","CO","MONKEY CREEK","27",NA,1962,"LOW"
"30719","CO","MONKEY CREEK","27",NA,1963,"LOW"
"30720","CO","MONKEY CREEK","27",300,1964,"LOW"
"30721","CO","MONKEY CREEK","27",25,1965,"LOW"
"30722","CO","MONKEY CREEK","27",0,1966,"LOW"
"30723","CO","MONKEY CREEK","27",0,1967,"LOW"
"30724","CO","MONKEY CREEK","27",20,1968,"LOW"
"30725","CO","MONKEY CREEK","27",0,1969,"LOW"
"30726","CO","MONKEY CREEK","27",NA,1970,"LOW"
"30727","CO","MONKEY CREEK","27",0,1971,"LOW"
"30728","CO","MONKEY CREEK","27",0,1972,"LOW"
"30729","CO","MONKEY CREEK","27",0,1973,"LOW"
"30730","CO","MONKEY CREEK","27",NA,1974,"LOW"
"30731","CO","MONKEY CREEK","27",NA,1975,"LOW"
"30732","CO","MONKEY CREEK","27",0,1976,"LOW"
"30733","CO","MONKEY CREEK","27",0,1977,"LOW"
"30734","CO","MONKEY CREEK","27",25,1978,"LOW"
"30735","CO","MONKEY CREEK","27",25,1979,"LOW"
"30736","CO","MONKEY CREEK","27",5,1980,"LOW"
"30737","CO","MONKEY CREEK","27",0,1981,"LOW"
"30738","CO","MONKEY CREEK","27",NA,1982,"LOW"
"30739","CO","MONKEY CREEK","27",NA,1983,"LOW"
"30740","CO","MONKEY CREEK","27",10,1984,"LOW"
"30741","CO","MONKEY CREEK","27",25,1985,"LOW"
"30742","CO","MONKEY CREEK","27",30,1986,"LOW"
"30743","CO","MONKEY CREEK","27",30,1987,"LOW"
"30744","CO","MONKEY CREEK","27",0,1988,"LOW"
"30745","CO","MONKEY CREEK","27",NA,1989,"LOW"
"30746","CO","MONKEY CREEK","27",NA,1990,"LOW"
"30747","CO","MONKEY CREEK","27",NA,1991,"LOW"
"30748","CO","MONKEY CREEK","27",25,1992,"LOW"
"30749","CO","MONKEY CREEK","27",NA,1993,"LOW"
"30750","CO","MONKEY CREEK","27",0,1994,"LOW"
"30751","CO","MONKEY CREEK","27",0,1995,"LOW"
"30752","CO","MONKEY CREEK","27",0,1996,"LOW"
"30753","CO","MONKEY CREEK","27",NA,1997,"LOW"
"30754","CO","MONKEY CREEK","27",NA,1998,"LOW"
"30755","CO","MONKEY CREEK","27",NA,1999,"LOW"
"30756","CO","MONKEY CREEK","27",NA,2000,"LOW"
"30757","CO","MONKEY CREEK","27",NA,2001,"LOW"
"30758","CO","MONKEY CREEK","27",NA,2002,"LOW"
"30759","CO","MONKEY CREEK","27",NA,2003,"LOW"
"30760","CO","MONKEY CREEK","27",NA,2004,"LOW"
"30761","CO","MONKEY CREEK","27",NA,2005,"LOW"
"30762","CO","MONKEY CREEK","27",NA,2006,"LOW"
"30763","CO","MONKEY CREEK","27",NA,2007,"LOW"
"30764","CO","MONKEY CREEK","27",NA,2008,"LOW"
"30765","CO","MONKEY CREEK","27",NA,2009,"LOW"
"30766","CO","MONKEY CREEK","27",NA,2010,"LOW"
"30767","CO","MONKEY CREEK","27",NA,2011,"LOW"
"30768","CO","MONKEY CREEK","27",NA,2012,"LOW"
"30769","CO","MONKEY CREEK","27",NA,2013,"LOW"
"30770","CO","MONKEY CREEK","27",NA,2014,"LOW"
"30771","CO","MONKEY CREEK","27",NA,2015,"LOW"
"30772","CO","MONKEY CREEK","27",NA,2016,"LOW"
"30773","CO","MONKEY CREEK","27",NA,2017,"LOW"
"30774","CO","MONKEY CREEK","27",NA,2018,"LOW"
"30775","CO","CLEAGH CREEK","27",NA,1950,"NONE"
"30776","CO","CLEAGH CREEK","27",NA,1951,"NONE"
"30777","CO","CLEAGH CREEK","27",NA,1952,"NONE"
"30778","CO","CLEAGH CREEK","27",NA,1953,"NONE"
"30779","CO","CLEAGH CREEK","27",NA,1954,"NONE"
"30780","CO","CLEAGH CREEK","27",NA,1955,"NONE"
"30781","CO","CLEAGH CREEK","27",NA,1956,"NONE"
"30782","CO","CLEAGH CREEK","27",NA,1957,"NONE"
"30783","CO","CLEAGH CREEK","27",NA,1958,"NONE"
"30784","CO","CLEAGH CREEK","27",0,1959,"NONE"
"30785","CO","CLEAGH CREEK","27",NA,1960,"NONE"
"30786","CO","CLEAGH CREEK","27",NA,1961,"NONE"
"30787","CO","CLEAGH CREEK","27",NA,1962,"NONE"
