"","V1","SPECIES","SYS_NM","SPP","Area","CU_name","Year","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost"
"767",767,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1957,750,"NONE",6.62007320653036,-0.399308960276276,6.6919937246433,0.925740161542489,"Pre"
"768",768,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1958,750,"NONE",6.62007320653036,-0.399308960276276,6.62007320653036,0.925740161542489,"Pre"
"769",769,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1959,400,"NONE",5.99146454710798,-0.871982975498081,6.46292104167476,0.837836559306393,"Pre"
"770",770,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1960,3500,"NONE",8.1605182474775,0.759008431345534,6.84803230191155,1.14115346537832,"Pre"
"771",771,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1961,750,"NONE",6.62007320653036,-0.399308960276276,6.84803230191155,0.925740161542489,"Pre"
"772",772,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1962,400,"NONE",5.99146454710798,-0.871982975498081,6.69088013705596,0.837836559306393,"Pre"
"773",773,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1963,1500,"NONE",7.3132203870903,0.121893947230604,7.02131909705154,1.02266872454861,"Pre"
"774",774,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1964,3500,"NONE",8.1605182474775,0.759008431345534,7.02131909705154,1.14115346537832,"Pre"
"775",775,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1965,750,"NONE",6.62007320653036,-0.399308960276276,7.02131909705154,0.925740161542489,"Pre"
"776",776,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1966,600,"NONE",6.39692965521615,-0.567098819339719,7.12268537407858,0.89453613391376,"Pre"
"777",777,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1967,400,"NONE",5.99146454710798,-0.871982975498081,6.792246414083,0.837836559306393,"Pre"
"778",778,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1968,1500,"NONE",7.3132203870903,0.121893947230604,6.5804219489862,1.02266872454861,"Pre"
"779",779,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1969,400,"NONE",5.99146454710798,-0.871982975498081,6.4232697841306,0.837836559306393,"Pre"
"780",780,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1970,400,"NONE",5.99146454710798,-0.871982975498081,6.32190350710356,0.837836559306393,"Pre"
"781",781,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1971,25,"NONE",3.2188758248682,-2.9567946055256,5.62875632654362,0.450122307281926,"Pre"
"782",782,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1972,1200,"NONE",7.09007683577609,-0.04589591183284,5.57297043871506,0.991464696919877,"Pre"
"783",783,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1973,1500,"NONE",7.3132203870903,0.121893947230604,5.90340939871064,1.02266872454861,"Pre"
"784",784,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1974,3500,"NONE",8.1605182474775,0.759008431345534,6.44567282380302,1.14115346537832,"Pre"
"785",785,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1975,75,"NONE",4.31748811353631,-2.13070754186036,6.72032589597005,0.603750444895409,"Pre"
"786",786,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1976,1500,"NONE",7.3132203870903,0.121893947230604,6.7761117837986,1.02266872454861,"Pre"
"787",787,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1977,500,"NONE",6.21460809842219,-0.704193116434637,6.50145871163158,0.869040586935122,"Pre"
"788",788,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1978,2000,"NONE",7.60090245954208,0.338212698579121,6.36155476464772,1.06289771294736,"Pre"
"789",789,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1979,400,"NONE",5.99146454710798,-0.871982975498081,6.78004887304064,0.837836559306393,"Pre"
"790",790,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1980,3200,"NONE",8.07090608878782,0.691625747022558,6.96947029846502,1.12862224832474,"Post"
"791",791,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1981,200,"NONE",5.29831736654804,-1.39318588300496,6.74039761549648,0.740907996300276,"Post"
"792",792,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1982,1500,"NONE",7.3132203870903,0.121893947230604,6.66847709738353,1.02266872454861,"Post"
"793",793,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1983,2050,"NONE",7.62559507213245,0.356779983907536,7.07700972863965,1.06635068732621,"Post"
"794",794,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1984,4000,"NONE",8.29404964010203,0.859415606086001,7.1327956164682,1.15982627595347,"Post"
"795",795,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1985,3500,"NONE",8.1605182474775,0.759008431345534,7.84834583670057,1.14115346537832,"Post"
"796",796,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1986,1800,"NONE",7.49554194388426,0.258988244325522,7.89392622589906,1.04816427152724,"Post"
"797",797,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1987,1200,"NONE",7.09007683577609,-0.04589591183284,7.76004666680997,0.991464696919877,"Post"
"798",798,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1988,NA,"NONE",NA,NA,NA,NA,"Post"
"799",799,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1989,1000,"NONE",6.90775527898214,-0.182990208927758,NA,0.965969149941239,"Post"
"800",800,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1990,900,"NONE",6.80239476332431,-0.262214663181358,NA,0.951235708521126,"Post"
"801",801,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1991,10900,"NONE",9.29651806821724,1.61320855810438,NA,1.30000981405531,"Post"
"802",802,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1992,9800,"NONE",9.19013766465866,1.53321721255538,8.04920144379559,1.28513375318666,"Post"
"803",803,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1993,7500,"NONE",8.9226582995244,1.33208962130781,8.55292719893115,1.24772987818957,"Post"
"804",804,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1994,2200,"NONE",7.69621263934641,0.409879934950029,8.77638166793668,1.07622573191272,"Post"
"805",805,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1995,NA,"NONE",NA,NA,NA,NA,"Post"
"806",806,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1996,1800,"NONE",7.49554194388426,0.258988244325522,NA,1.04816427152724,"Post"
"807",807,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1997,1200,"NONE",7.09007683577609,-0.04589591183284,NA,0.991464696919877,"Post"
"808",808,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1998,23580,"NONE",10.0681541740914,2.19343018086852,NA,1.40791413943336,"Post"
"809",809,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1999,3277,"NONE",8.09468364869882,0.709504970521698,8.18711415061263,1.1319472632402,"Post"
"810",810,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2000,800,"NONE",6.68461172766793,-0.350780067991202,7.98438159655855,0.934765122312511,"Post"
"811",811,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2001,900,"NONE",6.80239476332431,-0.262214663181358,7.9124610784456,0.951235708521126,"Post"
"812",812,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2002,1383,"NONE",7.23201033166476,0.0608291139690809,7.20342511783895,1.01131244381226,"Post"
"813",813,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2003,920,"NONE",6.82437367004309,-0.245687913297741,6.88584762317502,0.95430920272906,"Post"
"814",814,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2004,7184,"NONE",8.87961160998204,1.29972122917224,7.43459759375355,1.24171029984238,"Post"
"815",815,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2005,1507,"NONE",7.3178761986265,0.125394823491124,7.56346795257909,1.02331978558512,"Post"
"816",816,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2006,12,"NONE",2.484906649788,-3.508693075001,6.3766920321099,0.347485263625717,"Post"
"817",817,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2007,3845,"NONE",8.25452888193974,0.829698491685538,6.73423083508407,1.15429975805797,"Post"
"818",818,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2008,2231,"NONE",7.71020519443253,0.420401452744341,6.44187923119669,1.07818242782856,"Post"
"819",819,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2009,4900,"NONE",8.49699048409872,1.0120143050485,6.73665780256475,1.18820519018055,"Post"
"820",820,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2010,4930,"NONE",8.50309426703674,1.01660396436374,8.24120470687693,1.18905873315912,"Post"
"821",821,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2011,12595,"NONE",9.44105518878671,1.72189134524726,8.53783628358867,1.32022164754575,"Post"
"822",822,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2012,3430,"NONE",8.14031554015999,0.743817271244594,8.64536387002054,1.13832835197666,"Post"
"823",823,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2013,2322,"NONE",7.75018416225784,0.450463111875435,8.45866228956032,1.08377302101058,"Post"
"824",824,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2014,247,"NONE",5.50938833662798,-1.23447384264566,7.71023580695813,0.770423814002411,"Post"
"825",825,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2015,3837,"NONE",8.25244609024695,0.828132363860943,7.41308353232319,1.15400850388932,"Post"
"826",826,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2016,986,"NONE",6.89365635460264,-0.193591709713464,7.10141873593385,0.963997579518154,"Post"
"827",827,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2017,300,"NONE",5.7037824746562,-1.0883017268466,6.58981831403344,0.797607570907643,"Post"
"828",828,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2018,711,"NONE",6.56667242980324,-0.439462972113724,6.85413933732726,0.918272684653398,"Post"
"829",829,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1950,NA,"NONE",NA,NA,NA,NA,"Pre"
"830",830,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1951,NA,"NONE",NA,NA,NA,NA,"Pre"
"831",831,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1952,NA,"NONE",NA,NA,NA,NA,"Pre"
"832",832,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1953,1500,"NONE",7.3132203870903,1.09892947231246,NA,1.26049958577706,"Pre"
"833",833,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1954,1000,"NONE",6.90775527898214,0.804113969364326,NA,1.19061401228613,"Pre"
"834",834,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1955,25,"NONE",3.2188758248682,-1.87808686575545,NA,0.554802320886773,"Pre"
"835",835,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1956,200,"NONE",5.29831736654804,-0.366115572289554,5.68454221437217,0.913212851842741,"Pre"
"836",836,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1957,750,"NONE",6.62007320653036,0.594939041157165,5.51125541923218,1.14102940879174,"Pre"
"837",837,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1958,1500,"NONE",7.3132203870903,1.09892947231246,5.61262169625922,1.26049958577706,"Pre"
"838",838,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1959,400,"NONE",5.99146454710798,0.137874858865744,6.30576887681917,1.03268302882806,"Pre"
"839",839,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1960,3500,"NONE",8.1605182474775,1.71500355578279,7.02131909705154,1.40653902469964,"Pre"
"840",840,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1961,200,"NONE",5.29831736654804,-0.366115572289554,6.69088013705596,0.913212851842741,"Pre"
"841",841,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1962,200,"NONE",5.29831736654804,-0.366115572289554,6.18715438192039,0.913212851842741,"Pre"
"842",842,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1963,300,"NONE",5.7037824746562,-0.0713000693414174,6.11523386380745,0.983098425333674,"Pre"
"843",843,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1964,25,"NONE",3.2188758248682,-1.87808686575545,4.87982325815512,0.554802320886773,"Pre"
"844",844,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1965,25,"NONE",3.2188758248682,-1.87808686575545,4.35996287273516,0.554802320886773,"Pre"
"845",845,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1966,400,"NONE",5.99146454710798,0.137874858865744,4.53324966787515,1.03268302882806,"Pre"
"846",846,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1967,400,"NONE",5.99146454710798,0.137874858865744,4.60517018598809,1.03268302882806,"Pre"
"847",847,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1968,400,"NONE",5.99146454710798,0.137874858865744,5.29831736654804,1.03268302882806,"Pre"
"848",848,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1969,750,"NONE",6.62007320653036,0.594939041157165,6.14861671196357,1.14102940879174,"Pre"
"849",849,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1970,400,"NONE",5.99146454710798,0.137874858865744,6.14861671196357,1.03268302882806,"Pre"
"850",850,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1971,750,"NONE",6.62007320653036,0.594939041157165,6.30576887681917,1.14102940879174,"Pre"
"851",851,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1972,1000,"NONE",6.90775527898214,0.804113969364326,6.53484155978771,1.19061401228613,"Pre"
"852",852,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1973,400,"NONE",5.99146454710798,0.137874858865744,6.37768939493211,1.03268302882806,"Pre"
"853",853,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1974,750,"NONE",6.62007320653036,0.594939041157165,6.53484155978771,1.14102940879174,"Pre"
"854",854,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1975,75,"NONE",4.31748811353631,-1.07928093165201,5.9591952865392,0.744158071363029,"Pre"
"855",855,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1976,400,"NONE",5.99146454710798,0.137874858865744,5.73012260357066,1.03268302882806,"Pre"
"856",856,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1977,800,"NONE",6.68461172766793,0.641865290021041,5.90340939871064,1.15215320581339,"Pre"
"857",857,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1978,NA,"NONE",NA,NA,NA,NA,"Pre"
"858",858,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1979,NA,"NONE",NA,NA,NA,NA,"Pre"
"859",859,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1980,NA,"NONE",NA,NA,NA,NA,"Post"
"860",860,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1981,NA,"NONE",NA,NA,NA,NA,"Post"
"861",861,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1982,1500,"NONE",7.3132203870903,1.09892947231246,NA,1.26049958577706,"Post"
"862",862,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1983,500,"NONE",6.21460809842219,0.300123538209029,NA,1.0711438353008,"Post"
"863",863,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1984,500,"NONE",6.21460809842219,0.300123538209029,NA,1.0711438353008,"Post"
"864",864,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1985,3000,"NONE",8.00636756765025,1.60291990346776,6.93720103789623,1.37996976276238,"Post"
"865",865,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1986,1000,"NONE",6.90775527898214,0.804113969364326,6.83583476086919,1.19061401228613,"Post"
"866",866,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1987,1000,"NONE",6.90775527898214,0.804113969364326,7.00912155600918,1.19061401228613,"Post"
"867",867,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1988,NA,"NONE",NA,NA,NA,NA,"Post"
"868",868,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1989,NA,"NONE",NA,NA,NA,NA,"Post"
"869",869,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1990,NA,"NONE",NA,NA,NA,NA,"Post"
"870",870,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1991,1000,"NONE",6.90775527898214,0.804113969364326,NA,1.19061401228613,"Post"
"871",871,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1992,900,"NONE",6.80239476332431,0.727505864762017,NA,1.17245417580993,"Post"
"872",872,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1993,100,"NONE",4.60517018598809,-0.870106003444851,NA,0.793742674857418,"Post"
"873",873,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1994,NA,"NONE",NA,NA,NA,NA,"Post"
"874",874,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1995,12,"NONE",2.484906649788,-2.41175915264918,NA,0.428296104446902,"Post"
"875",875,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1996,175,"NONE",5.16478597392351,-0.463206848181688,NA,0.890197510285612,"Post"
"876",876,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1997,450,"NONE",6.10924758276437,0.223515433606719,NA,1.05298399882461,"Post"
"877",877,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1998,3135,"NONE",8.05038445306702,1.63492477874027,5.45233116488573,1.38755647051879,"Post"
"878",878,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1999,250,"NONE",5.52146091786225,-0.203866892946269,6.21146973190429,0.951673658315482,"Post"
"879",879,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2000,200,"NONE",5.29831736654804,-0.366115572289554,6.24485258006042,0.913212851842741,"Post"
"880",880,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2001,250,"NONE",5.52146091786225,-0.203866892946269,6.09790591383489,0.951673658315482,"Post"
"881",881,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2002,208,"NONE",5.33753807970132,-0.3375980154319,5.41969432049346,0.919972895991125,"Post"
"882",882,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2003,557,"NONE",6.32256523992728,0.378619661138493,5.61997040100972,1.08975122369417,"Post"
"883",883,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2004,700,"NONE",6.5510803350434,0.544774014128907,5.93316114313356,1.12913786425626,"Post"
"884",884,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2005,NA,"NONE",NA,NA,NA,NA,"Post"
"885",885,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2006,77,"NONE",4.34380542185368,-1.06014549846017,NA,0.748694097146058,"Post"
"886",886,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2007,9,"NONE",2.19722457733622,-2.62093408085634,NA,0.378711500952512,"Post"
"887",887,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2008,51,"NONE",3.93182563272433,-1.35969785526676,NA,0.677685659541364,"Post"
"888",888,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2009,215,"NONE",5.37063802812766,-0.313530894124222,3.96087341501047,0.925677971056865,"Post"
"889",889,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2010,670,"NONE",6.50727771238501,0.512924930271273,4.5017414876433,1.12158808662145,"Post"
"890",890,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2011,68,"NONE",4.21950770517611,-1.1505229270596,5.00731226960328,0.727270263035754,"Post"
"891",891,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2012,NA,"NONE",NA,NA,NA,NA,"Post"
"892",892,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2013,NA,"NONE",NA,NA,NA,NA,"Post"
"893",893,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2014,NA,"NONE",NA,NA,NA,NA,"Post"
"894",894,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2015,NA,"NONE",NA,NA,NA,NA,"Post"
"895",895,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2016,NA,"NONE",NA,NA,NA,NA,"Post"
"896",896,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2017,NA,"NONE",NA,NA,NA,NA,"Post"
"897",897,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",2018,NA,"NONE",NA,NA,NA,NA,"Post"
"898",898,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1950,NA,"NONE",NA,NA,NA,NA,"Pre"
"899",899,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1951,NA,"NONE",NA,NA,NA,NA,"Pre"
"900",900,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1952,NA,"NONE",NA,NA,NA,NA,"Pre"
"901",901,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1953,3500,"NONE",8.1605182474775,1.31685408040969,NA,1.28527608714705,"Pre"
"902",902,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1954,1500,"NONE",7.3132203870903,0.70084504589172,NA,1.15182724901925,"Pre"
"903",903,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1955,25,"NONE",3.2188758248682,-2.2758569601841,NA,0.506970758441433,"Pre"
"904",904,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1956,75,"NONE",4.31748811353631,-1.47713536900393,5.75252564324308,0.680001448509123,"Pre"
"905",905,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1957,750,"NONE",6.62007320653036,0.196907829196213,5.36741438300629,1.04265703837455,"Pre"
"906",906,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1958,1500,"NONE",7.3132203870903,0.70084504589172,5.36741438300629,1.15182724901925,"Pre"
"907",907,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1959,1500,"NONE",7.3132203870903,0.70084504589172,6.39100052356182,1.15182724901925,"Pre"
"908",908,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1960,3500,"NONE",8.1605182474775,1.31685408040969,7.35175805704712,1.28527608714705,"Pre"
"909",909,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1961,1500,"NONE",7.3132203870903,0.70084504589172,7.5250448521871,1.15182724901925,"Pre"
"910",910,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1962,750,"NONE",6.62007320653036,0.196907829196213,7.35175805704712,1.04265703837455,"Pre"
"911",911,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1963,700,"NONE",6.5510803350434,0.146748098905053,7.16122304403539,1.03179070792633,"Pre"
"912",912,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1964,750,"NONE",6.62007320653036,0.196907829196213,6.7761117837986,1.04265703837455,"Pre"
"913",913,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1965,400,"NONE",5.99146454710798,-0.260108093402073,6.44567282380302,0.943651601020261,"Pre"
"914",914,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1966,3500,"NONE",8.1605182474775,1.31685408040969,6.83078408403981,1.28527608714705,"Pre"
"915",915,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1967,750,"NONE",6.62007320653036,0.196907829196213,6.84803230191155,1.04265703837455,"Pre"
"916",916,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1968,750,"NONE",6.62007320653036,0.196907829196213,6.84803230191155,1.04265703837455,"Pre"
"917",917,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1969,400,"NONE",5.99146454710798,-0.260108093402073,6.84803230191155,0.943651601020261,"Pre"
"918",918,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1970,1500,"NONE",7.3132203870903,0.70084504589172,6.63620783681475,1.15182724901925,"Pre"
"919",919,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1971,750,"NONE",6.62007320653036,0.196907829196213,6.63620783681475,1.04265703837455,"Pre"
"920",920,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1972,20,"NONE",2.99573227355399,-2.43808850829772,5.73012260357066,0.471825800510131,"Pre"
"921",921,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1973,7500,"NONE",8.9226582995244,1.87095102739636,6.46292104167476,1.40531262823997,"Pre"
"922",922,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1974,750,"NONE",6.62007320653036,0.196907829196213,6.28963424653478,1.04265703837455,"Pre"
"923",923,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1975,200,"NONE",5.29831736654804,-0.76404531009758,5.9591952865392,0.834481390375554,"Pre"
"924",924,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1976,NA,"NONE",NA,NA,NA,NA,"Pre"
"925",925,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1977,300,"NONE",5.7037824746562,-0.469260935612917,NA,0.898341869798537,"Pre"
"926",926,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1978,550,"NONE",6.30991827822652,-0.0285834022440826,NA,0.993807847603734,"Pre"
"927",927,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1979,94,"NONE",4.54329478227,-1.31296766069555,NA,0.715565845627096,"Pre"
"928",928,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1980,1100,"NONE",7.00306545878646,0.475353814451424,5.8900152484848,1.10297805824844,"Post"
"929",929,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1981,280,"NONE",5.63478960316925,-0.519420665904078,5.87276703061306,0.887475539350321,"Post"
"930",930,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1982,1750,"NONE",7.46737106691756,0.812916863714183,6.16213022778582,1.17610587650234,"Post"
