"","Year","SPECIES","SYS_NM","SPP","Area","CU_name","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost","Total.ER","p3","p4","p5","TR","age3","age4","age5","r3","r4","r5","recruits","rps","logrps"
"880",1986,"Chum","MOOYAH RIVER","CM",25,"Southwest Vancouver Island",300,"NONE",5.7037824746562,-0.457936509282367,6.26660542430782,0.883784207039415,"Post",0.173626414,0.079290915,0.816518556,0.104190529,363.031932630044,28.7851341124546,296.422309412973,37.8244891046167,239.876117603788,8892.66928238919,1059.08569492927,10191.6310949222,33.9721036497408,3.52553970694751
"881",1986,"Chum","OWOSSITSA CREEK","CM",25,"Southwest Vancouver Island",550,"NONE",6.30991827822652,-0.272491311170902,7.15578333775579,0.939673182910858,"Post",0.173626414,0.079290915,0.816518556,0.104190529,665.558543155081,52.7727458728334,543.44090059045,69.3448966917972,863.554023373637,8299.82466356324,2083.49894151263,11246.8776284495,20.4488684153628,3.01792754674573
"882",1986,"Chum","PARK RIVER","CM",25,"Southwest Vancouver Island",5000,"NONE",8.51719319141624,0.258064807851609,8.76327397698273,1.02821033820677,"Post",0.173626414,0.079290915,0.816518556,0.104190529,6050.53221050074,479.752235207576,4940.37182354955,630.408151743611,805.983755148728,16327.9288768313,2143.38771592828,19277.3003479083,3.85546006958165,1.34949034349536
"883",1986,"Chum","RANSOM RIVER","CM",25,"Southwest Vancouver Island",2500,"NONE",7.82404601085629,0.167627409995828,8.13198191117412,1.04248287405743,"Post",0.173626414,0.079290915,0.816518556,0.104190529,3025.26610525037,239.876117603788,2470.18591177477,315.204075871806,1585.58113736104,16797.2642000685,441.285706220528,18824.13104365,7.52965241746001,2.01884888104654
"884",1986,"Chum","SUCWOA RIVER","CM",25,"Southwest Vancouver Island",9000,"HIGH",9.10497985631836,0.800871960924781,9.32572610655815,1.11641107184916,"Post",0.173626414,0.079290915,0.816518556,0.104190529,10890.9579789013,863.554023373637,8892.66928238919,1134.7346731385,1631.15759970576,3458.26027648468,186.339578235471,5275.75745442591,0.58619527271399,-0.534102315026517
"885",1986,"Chum","TAHSIS RIVER","CM",25,"Southwest Vancouver Island",8400,"NONE",9.03598698483141,0.189210325268793,9.21021724165901,1.01723026156516,"Post",0.173626414,0.079290915,0.816518556,0.104190529,10164.8941136412,805.983755148728,8299.82466356324,1059.08569492927,335.826564645303,372.042909426041,422.369710667069,1130.23918473841,0.13455228389743,-2.00580242761341
"886",1986,"Chum","TLUPANA RIVER","CM",25,"Southwest Vancouver Island",16525,"HIGH",9.71262966471989,1.14989270831397,9.13628577110767,1.22828260801725,"Post",0.173626414,0.079290915,0.816518556,0.104190529,19997.0089557049,1585.58113736104,16327.9288768313,2083.49894151263,229.535737682906,843.297261365694,74.5358312941886,1147.36883034279,0.0694323044080356,-2.66740303838843
"887",1986,"Chum","TSOWWIN RIVER","CM",25,"Southwest Vancouver Island",17000,"NONE",9.74096862303835,1.01907300019212,9.24374385553065,1.14876192423638,"Post",0.173626414,0.079290915,0.816518556,0.104190529,20571.8095157025,1631.15759970576,16797.2642000685,2143.38771592828,520.281005414588,148.817163770417,621.131927451572,1290.23009663658,0.0758958880374457,-2.57839277210286
"888",1986,"Chum","ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",3500,"HIGH",8.1605182474775,-0.662270181643861,8.62570633265626,0.943600465291182,"Post",0.173626414,0.079290915,0.816518556,0.104190529,4235.37254735052,335.826564645303,3458.26027648468,441.285706220528,91.8142950731626,1240.14303142014,5465.96096157383,6797.91828806713,1.94226236801918,0.663853462710306
"889",1987,"Chum","BRODICK CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,0.333269069889017,6.91490214319511,1.08353331754332,"Post",0.04819165,0.291298709,0.472151397,0.236479422,787.973755430912,229.535737682906,372.042909426041,186.339578235471,765.119125609688,10913.2586764972,1242.26385490314,12920.64165701,17.2275222093467,2.84650823342829
"890",1987,"Chum","BURMAN RIVER","CM",25,"Southwest Vancouver Island",1700,"NONE",7.43838353004431,-0.902201816620147,6.86712554660769,0.893123480110015,"Post",0.04819165,0.291298709,0.472151397,0.236479422,1786.0738456434,520.281005414588,843.297261365694,422.369710667069,6733.04830536526,2480.28606284028,1118.03746941283,10331.3718376184,6.07727755154021,1.80455682457039
"891",1987,"Chum","CANTON CREEK","CM",25,"Southwest Vancouver Island",300,"HIGH",5.7037824746562,-1.58228938804771,7.80627725143347,0.73626582481433,"Post",0.04819165,0.291298709,0.472151397,0.236479422,315.189502172365,91.8142950731626,148.817163770417,74.5358312941886,1530.23825121938,2232.25745655625,86.95846984322,3849.45417761885,12.8315139253962,2.55190417052797
"892",1987,"Chum","CHUM CREEK","CM",25,"Southwest Vancouver Island",2500,"NONE",7.82404601085629,0.328742775395604,NA,1.05379694191759,"Post",0.04819165,0.291298709,0.472151397,0.236479422,2626.57918476971,765.119125609688,1240.14303142014,621.131927451572,1377.21442609744,173.620024398819,186.339578235471,1737.17402873173,0.694869611492692,-0.364031060381216
"893",1987,"Chum","CONUMA RIVER","CM",25,"Southwest Vancouver Island",22000,"HIGH",9.99879773234045,0.656434208777504,10.0856245794387,1.07526419778244,"Post",0.04819165,0.291298709,0.472151397,0.236479422,23113.8968259734,6733.04830536526,10913.2586764972,5465.96096157383,107.116677585356,372.042909426041,65.8399843098666,544.999571321264,0.0247727077873302,-3.69801272424401
"894",1987,"Chum","DESERTED CREEK","CM",25,"Southwest Vancouver Island",5000,"LOW",8.51719319141624,0.0316245325775061,9.11180874480802,1.00425932419924,"Post",0.04819165,0.291298709,0.472151397,0.236479422,5253.15836953941,1530.23825121938,2480.28606284028,1242.26385490314,229.535737682906,131.455161330535,1739.1693968644,2100.16029587784,0.420032059175568,-0.867424239247413
"895",1987,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",4500,"NONE",8.41183267575841,0.742198129240705,7.74391203652558,1.11156323142945,"Post",0.04819165,0.291298709,0.472151397,0.236479422,4727.84253258547,1377.21442609744,2232.25745655625,1118.03746941283,81.1026273146269,3472.40048797639,298.143325176754,3851.64644046777,0.85592143121506,-0.1555766930167
"896",1987,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",350,"NONE",5.85793315448346,-0.219793251754547,NA,0.947446683706519,"Post",0.04819165,0.291298709,0.472151397,0.236479422,367.721085867759,107.116677585356,173.620024398819,86.95846984322,2142.33355170713,595.268655081666,248.452770980629,2986.05497776942,8.53158565076978,2.14377523529126
"897",1987,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,0.102423857099004,6.6117127347247,1.01788093525109,"Post",0.04819165,0.291298709,0.472151397,0.236479422,787.973755430912,229.535737682906,372.042909426041,186.339578235471,367.25718029265,496.057212568055,248.452770980629,1111.76716384133,1.48235621845511,0.393632861321294
"898",1987,"Chum","KLEEPTEE CREEK","CM",25,"Southwest Vancouver Island",265,"NONE",5.57972982598622,-1.64629784930225,6.86259952894254,0.762247967711919,"Post",0.04819165,0.291298709,0.472151397,0.236479422,278.417393585589,81.1026273146269,131.455161330535,65.8399843098666,306.047650243875,496.057212568055,NA,802.104862811931,3.02681080306389,1.10750952496887
"899",1987,"Chum","LEINER RIVER","CM",25,"Southwest Vancouver Island",7000,"NONE",8.85366542803745,0.634635670819428,8.79301751563083,1.06510237334489,"Post",0.04819165,0.291298709,0.472151397,0.236479422,7354.42171735518,2142.33355170713,3472.40048797639,1739.1693968644,306.047650243875,NA,62.1131927451572,368.160842989032,0.0525944061412904,-2.94514551201749
"900",1987,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1200,"NONE",7.09007683577609,-0.04589591183284,7.76004666680997,0.991464696919877,"Post",0.04819165,0.291298709,0.472151397,0.236479422,1260.75800868946,367.25718029265,595.268655081666,298.143325176754,NA,124.014303142014,77.0203590039949,201.034662146009,0.167528885121674,-1.78659949409694
"901",1987,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",1000,"NONE",6.90775527898214,0.804113969364326,7.00912155600918,1.19061401228613,"Post",0.04819165,0.291298709,0.472151397,0.236479422,1050.63167390788,306.047650243875,496.057212568055,248.452770980629,76.5119125609688,153.777735896097,795.048867138011,1025.33851559508,1.02533851559508,0.0250228171839824
"902",1987,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1000,"NONE",6.90775527898214,0.406060671407057,6.98278142709472,1.08796676959627,"Post",0.04819165,0.291298709,0.472151397,0.236479422,1050.63167390788,306.047650243875,496.057212568055,248.452770980629,94.8747715756013,1587.38308021778,496.905541961257,2179.16339375464,2.17916339375464,0.778941038811885
"903",1987,"Chum","MARVINAS BAY CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.04819165,0.291298709,0.472151397,0.236479422,NA,NA,NA,NA,979.352480780401,992.114425136111,360.256517921911,2331.72342383842,NA,NA
"904",1987,"Chum","MOOYAH RIVER","CM",25,"Southwest Vancouver Island",250,"NONE",5.52146091786225,-0.569253490973798,6.11965875808229,0.85553402162065,"Post",0.04819165,0.291298709,0.472151397,0.236479422,262.657918476971,76.5119125609688,124.014303142014,62.1131927451572,612.095300487751,719.28295822368,1987.62216784503,3319.00042655646,13.2760017062258,2.58595802237729
"905",1987,"Chum","OWOSSITSA CREEK","CM",25,"Southwest Vancouver Island",310,"NONE",5.73657229747919,-0.658157989344558,6.65098461959984,0.854290485563245,"Post",0.04819165,0.291298709,0.472151397,0.236479422,325.695818911444,94.8747715756013,153.777735896097,77.0203590039949,443.769092853619,3968.45770054444,1739.1693968644,6151.39619026246,19.8432135169757,2.9878620603625
"906",1987,"Chum","PARK RIVER","CM",25,"Southwest Vancouver Island",3200,"NONE",8.07090608878782,-0.234791472945717,8.45120180495762,0.974333784931758,"Post",0.04819165,0.291298709,0.472151397,0.236479422,3362.02135650522,979.352480780401,1587.38308021778,795.048867138011,2448.381201951,3472.40048797639,3229.88602274817,9150.66771267556,2.85958366021111,1.05067604088217
"907",1987,"Chum","RANSOM RIVER","CM",25,"Southwest Vancouver Island",2000,"NONE",7.60090245954208,0.0503125521480404,7.71742489202323,1.01275102810732,"Post",0.04819165,0.291298709,0.472151397,0.236479422,2101.26334781577,612.095300487751,992.114425136111,496.905541961257,2142.33355170713,6448.74376338472,869.5846984322,9460.66201352404,4.73033100676202,1.55399518034329
"908",1987,"Chum","SUCWOA RIVER","CM",25,"Southwest Vancouver Island",1450,"HIGH",7.27931883541462,-0.739175445711659,8.79739033321927,0.892556850385285,"Post",0.04819165,0.291298709,0.472151397,0.236479422,1523.41592716643,443.769092853619,719.28295822368,360.256517921911,3978.61945317038,1736.20024398819,24.0433022036585,5738.86299936223,3.9578365512843,1.37569755054301
"909",1987,"Chum","TAHSIS RIVER","CM",25,"Southwest Vancouver Island",8000,"NONE",8.98719682066197,0.128894827512117,9.18077148274491,1.0117376870912,"Post",0.04819165,0.291298709,0.472151397,0.236479422,8405.05339126306,2448.381201951,3968.45770054444,1987.62216784503,1071.16677585356,1138.04963804056,30.0541277545731,2239.27054164869,0.279908817706087,-1.2732913798984
"910",1987,"Chum","TLUPANA RIVER","CM",25,"Southwest Vancouver Island",7000,"HIGH",8.85366542803745,0.602724256243348,9.04711703512298,1.11965591583951,"Post",0.04819165,0.291298709,0.472151397,0.236479422,7354.42171735518,2142.33355170713,3472.40048797639,1739.1693968644,40.0721699387091,1422.5620475507,50.0902129242886,1512.7244304137,0.216103490059099,-1.53199786539564
"911",1987,"Chum","TSOWWIN RIVER","CM",25,"Southwest Vancouver Island",13000,"NONE",9.47270463644367,0.802350615773412,9.28550737669644,1.11712529082037,"Post",0.04819165,0.291298709,0.472151397,0.236479422,13658.2117608025,3978.61945317038,6448.74376338472,3229.88602274817,50.0902124233864,2370.93674591783,NA,2421.02695834122,0.186232842949324,-1.68075754435852
"912",1987,"Chum","ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",3500,"HIGH",8.1605182474775,-0.662270181643861,8.43517131964453,0.943600465291182,"Post",0.04819165,0.291298709,0.472151397,0.236479422,3677.21085867759,1071.16677585356,1736.20024398819,869.5846984322,83.4836873723107,NA,611.10059767632,694.584285048631,0.198452652871037,-1.61720473188556
"913",1988,"Chum","BRODICK CREEK","CM",25,"Southwest Vancouver Island",1200,"NONE",7.09007683577609,0.640182553727882,7.04965126837829,1.16046065290144,"Post",0.001801009,0.033333333,0.946666667,0.02,1202.16511018293,40.0721699387091,1138.04963804056,24.0433022036585,NA,28925.4283001975,360.649533054878,29286.0778332524,24.4050648610437,3.19479068703046
"914",1988,"Chum","BURMAN RIVER","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,-1.02906359446132,6.96849182363473,0.878095195891398,"Post",0.001801009,0.033333333,0.946666667,0.02,1502.70638772866,50.0902124233864,1422.5620475507,30.0541277545731,1018.50098594219,17070.7445706084,NA,18089.2455565506,12.0594970377004,2.48985248542939
"915",1988,"Chum","CANTON CREEK","CM",25,"Southwest Vancouver Island",2500,"HIGH",7.82404601085629,0.0597404236433169,7.65933058520794,1.00995746509698,"Post",0.001801009,0.033333333,0.946666667,0.02,2504.51064621443,83.4836873723107,2370.93674591783,50.0902129242886,601.082549080637,NA,4.00721703394308,605.08976611458,0.242035906445832,-1.41866919008864
"916",1988,"Chum","CHUM CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.001801009,0.033333333,0.946666667,0.02,NA,NA,NA,NA,NA,189.674939673426,3.00541277545731,192.680352448884,NA,NA
"917",1988,"Chum","CONUMA RIVER","CM",25,"Southwest Vancouver Island",30500,"HIGH",10.3254819625955,0.962840968176861,10.1455427927551,1.11039560719551,"Post",0.001801009,0.033333333,0.946666667,0.02,30555.029883816,1018.50098594219,28925.4283001975,611.10059767632,6.67869498978486,142.25620475507,14.0252596188008,162.960159363655,0.00534295604471001,-5.23197621274631
"918",1988,"Chum","DESERTED CREEK","CM",25,"Southwest Vancouver Island",18000,"LOW",9.7981270368783,1.15302179834085,9.21344600197582,1.15529379401544,"Post",0.001801009,0.033333333,0.946666667,0.02,18032.4766527439,601.082549080637,17070.7445706084,360.649533054878,5.00902124233864,663.862288856992,60.1082555091463,728.979565608477,0.0404988647560265,-3.20648133597791
"919",1988,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.001801009,0.033333333,0.946666667,0.02,NA,NA,NA,NA,23.375432464247,2845.12409510139,NA,2868.49952756564,NA,NA
"920",1988,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",200,"NONE",5.29831736654804,-0.598335671856417,6.12191463134263,0.856935899706973,"Post",0.001801009,0.033333333,0.946666667,0.02,200.360851697154,6.67869498978486,189.674939673426,4.00721703394308,100.180424846773,NA,NA,100.180424846773,0.500902124233864,-0.691344557793331
"921",1988,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",150,"NONE",5.01063529409626,-1.31506388400039,6.71307901175174,0.77041899390564,"Post",0.001801009,0.033333333,0.946666667,0.02,150.270638772866,5.00902124233864,142.25620475507,3.00541277545731,NA,NA,NA,0,NA,NA
"922",1988,"Chum","KLEEPTEE CREEK","CM",25,"Southwest Vancouver Island",700,"NONE",6.5510803350434,-0.727450748209039,6.68931273380256,0.894944348102328,"Post",0.001801009,0.033333333,0.946666667,0.02,701.26298094004,23.375432464247,663.862288856992,14.0252596188008,NA,NA,NA,0,NA,NA
"923",1988,"Chum","LEINER RIVER","CM",25,"Southwest Vancouver Island",3000,"NONE",8.00636756765025,-0.359011071865919,8.70889945647553,0.96317182611972,"Post",0.001801009,0.033333333,0.946666667,0.02,3005.41277545731,100.180424846773,2845.12409510139,60.1082555091463,NA,NA,2.00360851697154,2.00360851697154,0.000667869505657181,-7.31141775432369
"924",1988,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.001801009,0.033333333,0.946666667,0.02,NA,NA,NA,NA,NA,94.8374698367131,30.0541277545731,124.891597591286,NA,NA
"925",1988,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.001801009,0.033333333,0.946666667,0.02,NA,NA,NA,NA,3.33934749489243,1422.5620475507,44.0793873733739,1469.98078241896,NA,NA
"926",1988,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.001801009,0.033333333,0.946666667,0.02,NA,NA,NA,NA,50.0902124233864,2086.42433640769,40.0721703394308,2176.58671917051,NA,NA
"927",1988,"Chum","MARVINAS BAY CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.001801009,0.033333333,0.946666667,0.02,NA,NA,NA,NA,73.4656448876334,1896.74939673426,90.1623832637194,2060.37742488562,NA,NA
"928",1988,"Chum","MOOYAH RIVER","CM",25,"Southwest Vancouver Island",100,"NONE",4.60517018598809,-1.12869758753411,5.54401248483378,0.713557485614029,"Post",0.001801009,0.033333333,0.946666667,0.02,100.180425848577,3.33934749489243,94.8374698367131,2.00360851697154,66.7869498978486,4267.68614265209,124.223728052236,4458.69682060218,44.5869682060218,3.79744162363932
"929",1988,"Chum","OWOSSITSA CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,0.402389484236028,6.75235089662688,1.08908495727732,"Post",0.001801009,0.033333333,0.946666667,0.02,1502.70638772866,50.0902124233864,1422.5620475507,30.0541277545731,150.270637270159,5879.92312987622,60.1082555091463,6090.30202265552,4.06020134843701,1.40123256559503
"930",1988,"Chum","PARK RIVER","CM",25,"Southwest Vancouver Island",2200,"NONE",7.69621263934641,-0.648583444174991,8.24595666694016,0.92910014167446,"Post",0.001801009,0.033333333,0.946666667,0.02,2203.9693686687,73.4656448876334,2086.42433640769,44.0793873733739,207.039544683331,2845.12409510139,260.469107206301,3312.63274699103,1.50574215772319,0.409285904708435
"931",1988,"Chum","RANSOM RIVER","CM",25,"Southwest Vancouver Island",2000,"NONE",7.60090245954208,0.0503125521480404,7.4427718198562,1.01275102810732,"Post",0.001801009,0.033333333,0.946666667,0.02,2003.60851697154,66.7869498978486,1896.74939673426,40.0721703394308,100.180424846773,12328.8710787727,40.0721703394308,12469.1236739589,6.23456183697946,1.83010830191995
"932",1988,"Chum","SUCWOA RIVER","CM",25,"Southwest Vancouver Island",4500,"HIGH",8.41183267575841,0.216163460487892,8.56720900098377,1.03142052832136,"Post",0.001801009,0.033333333,0.946666667,0.02,4508.11916318597,150.270637270159,4267.68614265209,90.1623832637194,434.115174336016,1896.74939673426,NA,2330.86457107028,0.517969904682284,-0.65783813747942
"933",1988,"Chum","TAHSIS RIVER","CM",25,"Southwest Vancouver Island",6200,"NONE",8.73230457103318,-0.186208701496123,9.0307081243281,0.983043078500454,"Post",0.001801009,0.033333333,0.946666667,0.02,6211.18640261178,207.039544683331,5879.92312987622,124.223728052236,66.7869498978486,NA,148.447346019274,215.234295917122,0.0347152090188907,-3.36057738779861
"934",1988,"Chum","TLUPANA RIVER","CM",25,"Southwest Vancouver Island",3000,"HIGH",8.00636756765025,0.0629873976967946,8.94575075809594,1.01250458178792,"Post",0.001801009,0.033333333,0.946666667,0.02,3005.41277545731,100.180424846773,2845.12409510139,60.1082555091463,NA,463.155404639128,1166.37200443715,1629.52740907628,0.543175803025427,-0.610322248970197
"935",1988,"Chum","TSOWWIN RIVER","CM",25,"Southwest Vancouver Island",13000,"NONE",9.47270463644367,0.802350615773412,9.36182531806613,1.11712529082037,"Post",0.001801009,0.033333333,0.946666667,0.02,13023.455360315,434.115174336016,12328.8710787727,260.469107206301,88.4528337550001,3639.07817930744,106.033818585196,3833.56483164763,0.294889602434433,-1.2211542217193
"936",1988,"Chum","ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",2000,"HIGH",7.60090245954208,-1.42210649481809,8.12198057752069,0.878892109538974,"Post",0.001801009,0.033333333,0.946666667,0.02,2003.60851697154,66.7869498978486,1896.74939673426,40.0721703394308,694.986550932144,330.825289027949,6362.02911511174,7387.84095507183,3.69392047753592,1.30668835407806
"937",1989,"Chum","BRODICK CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.0000794,0.126351158,0.661598043,0.212050799,NA,NA,NA,NA,63.1805955392858,19849.5173416769,4241.35274340783,24154.050680624,NA,NA
"938",1989,"Chum","BURMAN RIVER","CM",25,"Southwest Vancouver Island",700,"NONE",6.5510803350434,-1.80154692849009,6.87932308765005,0.786585370824432,"Post",0.0000794,0.126351158,0.661598043,0.212050799,700.055584413402,88.4528337550001,463.155404639128,148.447346019274,3790.83573235715,13233.011561118,159.050727877793,17182.8980213529,24.5469971733613,3.20058953202877
"939",1989,"Chum","CANTON CREEK","CM",25,"Southwest Vancouver Island",5500,"HIGH",8.61250337122056,0.670358145856114,7.65933058520794,1.11173452467788,"Post",0.0000794,0.126351158,0.661598043,0.212050799,5500.43673467673,694.986550932144,3639.07817930744,1166.37200443715,2527.22382157143,496.237933541923,10.6033818585196,3034.06513697188,0.551648206722159,-0.594844742534012
"940",1989,"Chum","CHUM CREEK","CM",25,"Southwest Vancouver Island",500,"NONE",6.21460809842219,-0.995898837616793,NA,0.837026648392223,"Post",0.0000794,0.126351158,0.661598043,0.212050799,500.03970315243,63.1805955392858,330.825289027949,106.033818585196,94.7708933089287,33.0825289027949,31.8101455755587,159.663567787282,0.319327135574565,-1.14153919829811
"941",1989,"Chum","CONUMA RIVER","CM",25,"Southwest Vancouver Island",30000,"HIGH",10.3089526606443,0.947337649139852,10.2347115287398,1.10861805682614,"Post",0.0000794,0.126351158,0.661598043,0.212050799,30002.3821891458,3790.83573235715,19849.5173416769,6362.02911511174,6.31805955392858,99.2475867083846,39.8687157880336,145.434362050347,0.00484781206834489,-5.32922779574684
"942",1989,"Chum","DESERTED CREEK","CM",25,"Southwest Vancouver Island",20000,"LOW",9.90348755253613,1.24525996863877,9.33094690928726,1.16771681623342,"Post",0.0000794,0.126351158,0.661598043,0.212050799,20001.5881260972,2527.22382157143,13233.011561118,4241.35274340783,18.9541786617857,124.390308674509,636.202911511174,779.547398847468,0.0389773699423734,-3.24477405915511
"943",1989,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,-0.832952263758119,NA,0.874795095123186,"Post",0.0000794,0.126351158,0.661598043,0.212050799,750.059554728645,94.7708933089287,496.237933541923,159.050727877793,23.7559039227715,1984.95173416769,212.067637170391,2220.77527526086,2.96103370034781,1.08553843046225
"944",1989,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",50,"NONE",3.91202300542815,-1.53607051376988,5.41361129532858,0.632720300032739,"Post",0.0000794,0.126351158,0.661598043,0.212050799,50.003970315243,6.31805955392858,33.0825289027949,10.6033818585196,379.083573235715,661.650578055898,NA,1040.73415129161,20.8146830258323,3.03565865237016
"945",1989,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",150,"NONE",5.01063529409626,-1.31506388400039,6.01993183119179,0.77041899390564,"Post",0.0000794,0.126351158,0.661598043,0.212050799,150.011910945729,18.9541786617857,99.2475867083846,31.8101455755587,126.361191078572,NA,15.9050727877793,142.266263866351,0.948441759109007,-0.0529348946457122
"946",1989,"Chum","KLEEPTEE CREEK","CM",25,"Southwest Vancouver Island",188,"NONE",5.23644196282995,-1.9710303273938,6.27148440476451,0.715351346514891,"Post",0.0000794,0.126351158,0.661598043,0.212050799,188.014928385314,23.7559039227715,124.390308674509,39.8687157880336,NA,49.6237933541923,NA,49.6237933541923,0.263956347628683,-1.33197153939898
"947",1989,"Chum","LEINER RIVER","CM",25,"Southwest Vancouver Island",3000,"NONE",8.00636756765025,-0.359011071865919,8.55736550558295,0.96317182611972,"Post",0.0000794,0.126351158,0.661598043,0.212050799,3000.23821891458,379.083573235715,1984.95173416769,636.202911511174,9.47708933089287,NA,6.36202911511174,15.8391184460046,0.0052797061486682,-5.24388483647401
"948",1989,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1000,"NONE",6.90775527898214,-0.182990208927758,NA,0.965969149941239,"Post",0.0000794,0.126351158,0.661598043,0.212050799,1000.07940630486,126.361191078572,661.650578055898,212.067637170391,NA,19.8495173416769,10.6033818585196,30.4528992001965,0.0304528992001965,-3.49157407752948
"949",1989,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.0000794,0.126351158,0.661598043,0.212050799,NA,NA,NA,NA,3.79083573235715,33.0825289027949,318.101455755587,354.974820390739,NA,NA
"950",1989,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",75,"NONE",4.31748811353631,-1.47713536900393,NA,0.680001448509123,"Post",0.0000794,0.126351158,0.661598043,0.212050799,75.0059554728645,9.47708933089287,49.6237933541923,15.9050727877793,6.31805955392858,992.475867083846,21.2067637170391,1020.00069035481,13.6000092047309,2.61007046956022
"951",1989,"Chum","MARVINAS BAY CREEK","CM",25,"Southwest Vancouver Island",NA,"NONE",NA,NA,NA,NA,"Post",0.0000794,0.126351158,0.661598043,0.212050799,NA,NA,NA,NA,189.541786617857,66.1650578055898,954.304367266761,1210.01121169021,NA,NA
"952",1989,"Chum","MOOYAH RIVER","CM",25,"Southwest Vancouver Island",30,"NONE",3.40119738166216,-1.86378684945607,4.80790274004217,0.527005464232401,"Post",0.0000794,0.126351158,0.661598043,0.212050799,30.0023821891458,3.79083573235715,19.8495173416769,6.36202911511174,12.6361191078572,2977.42760125154,318.101455755587,3308.16517611498,110.272172537166,4.70295160555498
"953",1989,"Chum","OWOSSITSA CREEK","CM",25,"Southwest Vancouver Island",50,"NONE",3.91202300542815,-1.88545858664225,5.81793349205604,0.582578560774064,"Post",0.0000794,0.126351158,0.661598043,0.212050799,50.003970315243,6.31805955392858,33.0825289027949,10.6033818585196,568.625359853572,992.475867083846,1590.50727877793,3151.60850571535,63.0321701143071,4.14364523279599
"954",1989,"Chum","PARK RIVER","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,-1.07154018191047,7.89938307666019,0.882864652544109,"Post",0.0000794,0.126351158,0.661598043,0.212050799,1500.11910945729,189.541786617857,992.475867083846,318.101455755587,189.541786617857,4962.37933541923,636.202911511174,5788.12403354826,3.85874935569884,1.35034312986275
"955",1989,"Chum","RANSOM RIVER","CM",25,"Southwest Vancouver Island",100,"NONE",4.60517018598809,-1.52465523765444,6.90775527898214,0.613596986054413,"Post",0.0000794,0.126351158,0.661598043,0.212050799,100.007940630486,12.6361191078572,66.1650578055898,21.2067637170391,947.708933089287,1984.95173416769,742.23673009637,3674.89739735335,36.7489739735335,3.60411030618158
"956",1989,"Chum","SUCWOA RIVER","CM",25,"Southwest Vancouver Island",4500,"HIGH",8.41183267575841,0.216163460487892,8.30199101081245,1.03142052832136,"Post",0.0000794,0.126351158,0.661598043,0.212050799,4500.35732837187,568.625359853572,2977.42760125154,954.304367266761,379.083573235715,2315.77702319564,37.8477465541994,2732.70834298556,0.607268520663457,-0.498784212325002
"957",1989,"Chum","TAHSIS RIVER","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,-1.94051247091788,8.51717719090422,0.823289044100179,"Post",0.0000794,0.126351158,0.661598043,0.212050799,1500.11910945729,189.541786617857,992.475867083846,318.101455755587,442.264168775001,1022.04102163783,24.470525789353,1488.77571620219,0.99251714413479,-0.00751099288253395
